u.name,u.funny,u.fans
Ashley J,1,0
Harold,0,0
J.,2,0
Jonray,0,0
Mike,0,0
Angelique,0,0
Amy,8,2
Zennie,5,1
My Bf Bought Me,2,0
Stef,48,2
Tim,56,12
Patricia,2,0
Kasey,10,0
Ashwin,0,0
Lisa,8,0
Butch,0,1
John,3,0
Latrice,31,9
Jessica,3,0
Kyle,1,0
Rj,3,1
Keyuan,3,0
April,0,0
Michael,11,2
Allison,2,2
R.,34,8
Mike,4,0
Chelsea,0,0
David,26,4
Cindy,6,0
D,0,0
Ward,4,0
Christy,34,4
Michael,1,0
John,2,0
Dave,0,0
Olivia,4,0
CC,120,13
Keith,16,2
Richard,0,0
Mary,1,0
Alex,2,2
Andrea,6,1
Yelp,0,0
Jaimz,2,0
Joanne,18,0
David,2,0
Billy,0,0
Jack,5,1
Tony,4,0
Tommy,1,0
S,8,1
Taylor,2,0
Sugar Salt Pepper,2,1
Sophia,13,1
Ria,116,23
Scott,41,2
Albert,0,0
Vanessa,8,5
Holdyn,0,0
Jina,1,0
Hieu,3,0
Ajae,44,8
Angela,0,0
Jasmine,1,0
Eujean,2,1
Hana,6,0
Mark,2,0
Jaizee,16,2
Sunny,5,3
Stanley,2,0
Shirley,2,0
Priscilla,225,15
Jessiejames,2,2
Alison,4,2
Dougie,8,0
Soo,2,0
Sherwin,2,2
Blanca,2,0
Alex,33,2
Francine,0,0
Sassy,0,0
Adeline,0,0
Margerrie,3,1
Anne,2,0
Ronald,60,2
Danny,5,0
Steve,11,0
Linnette,0,0
Mita,1,0
Stacey,7,1
Milagros,0,0
Gary,4,3
Luyi,2,1
Shanette,6,4
Melissa,0,0
Nikka,2,1
Deanne,0,1
Begie,2,0
小惠,0,1
Vernon,0,1
Betty,0,1
Dnic,1,0
Lanessa,1,0
Lil,1,0
Peter,15,1
Serena,0,0
Kelli,4,2
Kim,1,0
Michael,9,0
Lani,0,2
Matt,5,0
Lisa,539,52
Doc,1,0
Suree,7,3
Chann,0,0
Sara,0,0
Maria,0,0
Michael,1,0
Ken,1,0
Tino,27,1
Cathy,0,1
Sydney,1,0
Joel,9,1
Johnny,0,0
DO,4,2
Mars,2,0
Curtis,4,1
Angelo,4,0
Joey,6,0
Tellsplatte,80,7
Jamine,1,0
Tim,13,0
Dudley,9,1
Kim,7,2
Lasvegas,33,4
Marisa,8,0
J,2,0
UnderCoverFoodLover,5,1
Serenity,0,0
Hieu,6,0
Mike,2,0
Judy,0,0
Pancho,2,0
May,21,2
Jennifer,46,8
Aysha,3,0
Bee Bee,12,0
Helen,11,1
Jason,0,0
John,2,1
Zoe,2,0
Supakullaya,0,1
Paul,0,0
Grass,1,0
Jessica,1,1
Nana,5,0
Will,4,0
Iva,7,1
chad,29,1
Ryan,168,3
Amber,5,2
Shahidah,1,0
Darriel,4,0
Jim,3,0
Alex,23,3
Corinne,8,4
Chris,46,6
Beth,6,5
Blake,7,0
John,37,4
Marsha,66,13
Cassandra,6,0
Kristi,3,0
Elena,2,0
Melissa,4,0
Kelsey,10,0
Brittany,36,3
Ashley,17,0
Vaishali,108,5
Benjamin,13,1
Kristine,6,1
Josh,12,0
Kevin,2,1
mark,25,3
Jean-Marc,1,2
Amanda,0,1
Ramon,600,39
Cat,306,28
Kristin Marie,703,60
Louis,11448,375
Yanik,21,1
Olivier,13,4
Karl,11,3
Sebastien,0,0
Eve,2,0
Sarah,0,0
Nora,1,0
Danielle,0,0
Nicole,6,0
Nicole,8,0
Alaina,1,0
Joe,16,0
Dwayne,57,8
Ploi,247,12
T,61,2
Andrea,563,25
Chandini,102,11
Francisco,8,1
Vanessa,0,2
J,0,0
Indira,0,0
Cyndi,2,1
EL,41,1
Soheila,36,2
Livy,0,0
Ron,4,0
Marc,122,8
Ritu,0,0
Anshul,116,35
Sara,604,75
Shoshana,4,0
Shanti,7,1
D,53,1
Krista,3,0
Nauzad,4,2
Nancy,0,0
Kiki,3,0
Alicia,4,1
Shon,22,1
Angelique,2,0
Zee,14,1
Kaci,36,4
Sourav,5,2
Jennifer,33,0
Benjamin,0,0
Julie,0,0
Peter,0,0
Bobby,6,0
Matt,2,0
Bekah,0,0
Sisely,7,1
Cynthia,4,0
Sarah,3,1
Hungry,13,0
Christina,0,0
Charles,0,0
Lucas,1,2
April,17,4
Sara,0,1
Beverly,5,1
Katya,7,1
Kirsten,2,0
Fran,56,1
Carole,3,1
Rore,52,3
Nadya,0,0
Erin,4,1
Marion,0,1
Lydia,4,1
Travis,2,0
Kimberly,8,0
Mark,1,0
Tracy,3,0
Melissa,0,1
Jorge,19,2
Marie,0,0
Kathy,0,0
Brittany,0,0
David,3,0
Don,4,0
Val,1,1
Alynn,37,5
Rich,2,0
Regina,15,0
Maggy,3,1
Pat,1,0
Joanna,7,6
Liya,5,1
Heather,13,0
Trevor,12,1
Andrea,5978,196
Eddie,1,0
Ryan,3752,189
Mark,4,1
Anna,1,0
Erin,5152,101
Sosa,41,2
April,1,0
Aaron,315,49
Gino,0,0
Sam,16,4
Gary,1,0
Mia,22,0
Lex,158,36
Sarah,10,1
Robert,1,0
Etienette,36,1
Hugh,3,0
Melissa,0,0
Mika,0,0
Liz,0,0
Leah,2,0
Summer,5,1
Tara,2,0
Swaraj,0,0
Fei,193,11
Stevie,3,1
Lee,21,4
Wai Ching,3,1
Brandon,7,1
Kat,3,0
Mauru,1,0
Wendy,0,0
Karen,3,0
Adriana,0,0
Hank,1707,182
Jami,176,15
Tim,0,0
Jamie,0,0
Suzan,0,1
Chris,53,5
Shannon,11,0
Ann,3,0
Margie,7,2
Sean,17,5
Black,2956,90
KW,5,1
Morgan,4,0
Kenny,0,0
Marissa,3,0
Stella,14,1
Patti,0,0
Tessa,1,0
Mike,6,0
Christine,1,0
Connie,7,0
Lyra,0,0
Kari,4,1
Marta,13,1
Zoe,15,1
Paula,2,0
Valerie,1,0
John,4,0
David,3,2
Faria,0,0
Shabbir,11,0
Abdo,4,0
Zulfiqar,0,0
Purvaiz,0,0
A,1,1
John,1,0
Bilal,9,0
Saba,0,0
Naeem,0,0
Alexa,7,1
Brad,1,0
Brandon,13,1
Vanessa,2,0
Kim,0,0
Erica,0,0
Gary,2,0
S,3,2
Kyrie,22,0
Bevin,3,0
Melanie,2,0
Angela,3,3
Denise,2,0
Michael,0,0
John,23,0
Shalynn,0,0
James,22,0
SFCAFOX,22,2
Terri,4,1
Me,4,0
Mikaela,2,1
Brittany,7,0
Stephen,4,0
Armando,1,0
Son,0,0
Kelsey,0,0
Caleb,3,1
Jenna,0,0
Jerry,6,1
Ashley,3,0
lynn,20,0
Chad,3,1
Bryan,1,0
Seth,2,0
Ashley,1,0
Lauren,9,0
Cleve,1,0
MomOf,3,0
Dean,3,0
Rahul,6,0
Tim,1,0
Ed,8,0
Obon,3,0
P,46,3
Siobhan,8,3
Adeliel,0,1
Daniel,3,0
Chris,2,2
Amber,3,1
Kate,13,0
James,5,0
Jessica,0,1
Ae,0,0
Donna,0,1
T,3,0
Heather,9,0
Vicky,3,1
Ken,12,0
Morlan,11,1
C,8,2
David,5,0
Elizabeth,1,1
Nick,9,1
Casey,0,0
Britney,4,0
Wendy,33,2
James,9,0
Xochitl,7,0
Kristy,1,0
Isabel,3,1
Preston,2,1
Crystal,0,0
C,6,1
Lisa,0,0
Joe,50,2
John,1,0
Julian,12,1
Ashley,0,0
Katy,11,0
Marissa,1,1
Salvatore,1,1
Mark,22,2
Melissa,31,2
Patricia,8,8
Theresa,1,1
Dana,22,4
Michael,28,0
Alissa,3,0
Cyn,0,0
TheoTO,0,0
Robbie,22,1
Adam,7,2
Alicia,2,0
Jace,3,0
Heather,6,1
Michael,39,5
Y,1,0
J,1,0
David,30,0
Amara,23,2
Wendy,18,1
Hashim,1,0
Alex,11,0
Vanessa,18,10
Joy,4,0
Sara,2,0
Tiffany,0,0
Christina,15,2
Jonathan,13,6
Friday,1,0
Arthur,4,0
Jijijijija,0,0
Illy,0,1
Amber,2,0
Purti Awal,38,0
Anthony,6,1
Katianne,1,1
Jeff,3,0
Terry,2,1
Jessica,1,0
Dawn,1,0
Steven,332,15
Jon,17,1
Andrea,4,1
Christine,2,0
david,20,4
Catherine,2,0
Victor,3,0
Erica,0,3
joe,2,1
Derek,7,0
Alejandra,3,0
Jeff,14,0
Johnny,9,0
Brett,20,28
Roice,0,0
S.,0,0
Brittany,3,5
Raven,0,0
Brishen,3,0
Kait,0,0
Ethan,5,0
K,55,4
Carolyn,3,4
Little,21,1
Phil,31,2
Jes,37,2
B,1,0
Karen,0,0
Igor,7,0
Tom,21,1
Maggie,18,3
laura,17,0
Chicken,5,0
Loraine,5,1
Joanne,0,0
Heather,1,0
Faye,2,4
Andrea,23,1
Pascale,2,0
Jessica,5,2
Danette,19,2
L,2,0
Keegan,0,0
Samantha,0,0
Katheron,4,2
Michael,143,8
Eryn,50,1
Stacie,1,0
Isla,2,0
Clara,0,0
Lindsay,11,0
James,0,0
Eric,3,0
Dominika,53,7
J,12,0
Danielle,0,0
Hazel,6,0
Nathalie,0,0
Christina,26,4
Ryan,3,0
Jillian,12,1
Marlyn,3,0
Becky,0,0
Coco,8,0
Aisha,4,0
Byron,2,0
Gavriel,24,6
Trang,68,13
Megan,2,0
Ali,3,1
Josh,2,4
Karen,2,0
Ben,1,0
Darren,5,0
Nicole,1,0
Granda,29,8
Dave,1,0
Brian,23,1
Marlin,7,1
Chelsea,12,2
Cemona,0,0
D.,2,0
Melyssa,16,1
Tim,3,0
Anna,1,0
Dom,4,1
Joanne,1,0
Helen,0,1
Jorge,0,0
Jessica,5,1
Brian,2,0
Elim,0,0
Sal,1,0
Sylvia,24,17
Elsa,3,3
Ian,3,0
Craig,29,3
Darryl,1,0
Angel,35,4
Willa Mae,0,0
Kyle,3,1
Dianne,4,0
Jennifer,7,0
James,4,1
Michelle,2,0
Ray,1,0
Bill,0,0
Sean,2,0
Ieesha,1,0
Rizner,1,0
Randy,3,0
Christina,2,0
Kira,0,0
Jeff,8,0
Steven,15,1
LaLa,1,0
Frankie,6,0
Desert,8,1
S,6,0
Monique,0,0
Kristen,6,0
Bonkley,6,0
Randy,1,0
Miluska,2,0
Kim,0,0
Eddie,2,0
R,2,1
Michelle,0,1
Kia,0,0
Scott,0,0
Lyra,0,0
Steven,2,0
Lola,3,19
Tamika,5,1
Ann,2,0
Alex,7,0
Viktoria,3,2
Allison,7,3
Divya,5,0
Aubrey,1,0
K,5,0
Joanna,4,1
Bilal,35,4
Kay,4,1
Chris,300,23
Lewis,13,0
Michael,1017,105
Joe,0,0
Jay,1,0
Breanne,1,2
Kayla,103,16
Marina,3,0
Andrew,2,0
Candice,13,2
Boedy,27,3
paige,21,2
Danyela,18,2
Sophia,1,0
Zoe,11,2
B,15,0
Jesika,9,1
Brandon,39,3
Eric,2,0
Rant,0,0
Erik,7,1
Paul,130,19
Vance,0,1
Nathan,0,0
Dan,6,0
Matt,7,1
Eric,6,1
Alex,5,0
Adam,0,0
Danika,16,4
Aidan,29,6
ivanna,14,1
Jean,72,14
K,0,0
Pen,0,0
Ellen,3,0
Anita,8,1
Mitchell,3,0
Karyn,1,0
Ashley,35,2
Kristina,19,1
Kyle,6,0
David,33,5
Emily,0,0
Emily,9,3
Katrina,0,0
Ingrid,1,0
On The Nightshift,56,10
Izra,2,1
Kathy,45,5
Oscar,1,0
Mad,1,0
A,3,0
Kathleen,45,4
Emmett,1,0
Alex,0,0
Shay,0,1
Alyssa,2,0
Anthony,57,17
Sukhjit,1,0
Greg,3,0
Kasey,73,15
Jodiee,24,1
Stacy,3,1
Ana-Maria,2,0
Cindy,2,1
Rebecca,7,0
Tara,0,0
Melissa,4,1
Suzanne,3,0
Douglas,3,0
Janell,0,0
Tammy,5,1
Patti,4,1
Amanda,4,0
Mindi,4,0
Billy,0,0
John,1,1
Eileen,3,1
Jeff,9,0
Blanca,4,0
sarah,6,1
Diana,2,0
Craig,6,0
James,4,0
Ju,0,0
Steve,7,1
Alyssa,0,0
Linda,4,0
Kelly,29,5
Geoff,4,0
Aldo,56,0
Anza,6,0
FatCat,458,20
Ohnoitsme,2,0
Jimmy,1,0
Patti,3,0
Red,5,1
Larry,0,1
A,5,0
David,4,0
Audrey,2,3
A,3,0
Leigh,111,8
Kristen,42,1
Misha,0,0
Kimberly,1,0
Lisa,2,0
Dylan,0,0
April,0,0
Justo,0,1
Nicole,3,2
Kate,2,2
Vidya,1,0
Debra,2,0
Kathleen,73,11
Paul,6,0
Jennifer,14,0
Katie,13,3
Angelo,61,9
Catherine,3,1
Puja,7,0
Mary,2,0
Caroline,6,0
Ryan,1,1
Terry,2,0
Scott,1,0
Sherry,0,0
Ryan,5,0
Cindee,26,1
Stephen,17,1
Kristen,1,0
Becky,2,0
Roger,0,0
Jamie,2,0
Sherry,1,0
Charlie,12,0
Steve,0,0
Andrea,0,0
Kelly,6,0
Jenny,8,0
Nish,2,0
Melody,0,0
Jon,6,2
Becky,0,0
Pleshette,3,0
Gretchen,0,0
Gayle,0,0
Kristi,14,2
Cielo,5,2
Adrian,4,0
Jillian,0,1
Roseanna,0,0
Hilin,3,0
Data,1,0
Maria,5,1
Gary,4,2
Daniel,5,0
Priscilla,1,1
Anber,1,2
Felicia,1,0
Kendra,2,3
Angie,1,0
Sherrie,0,0
Faith,0,0
Sean,3,0
Suzanne,2,0
Susan,2,0
Sabrina,0,0
Geoff,2,0
Kyle,2,0
Ezekiel,49,4
Vu,1,0
Cody,3,1
Vanessa,0,1
Josh,6,1
Ryan,1,0
Lisa,0,0
Jennifer,4,0
Lynn,1,0
A'ngela,8,0
Kristen,0,0
Diana,4,0
Amanda,20,2
Dain,1,0
Dana,6,0
Bertrand,74,4
Ed,0,0
Kate,0,1
Jim,1,1
Jessica,4,0
Pattie,0,0
Phillip,6,0
Victoria,1,0
Tim,0,0
Stephanie,2,1
Steve,2,0
Stephanie,2,0
Rodney,6,2
Karoline,0,1
Marie,0,0
Julie,0,0
Jason,0,0
Robert,0,0
Anna,0,0
Kristie,74,11
Jeanne,347,41
Tracy,1,1
Kory,0,0
Sheree,3,0
Sonia,0,0
Brigitti,8,6
Dorothy,1,0
Tara,0,0
Jonny,4,1
Jake,2,0
M,4,0
Kelly,3,1
Anthony,31,2
Amanda,3,1
Mary,0,0
Joe,2,0
Steven,6,1
Anna,5,0
Teena,4,1
Miss,5,2
Matt,3,0
Jessica,1,0
Nicole,45,1
Nathaniel,21,0
Ashley,1,1
Lane,15,2
Zineb,10,4
Lisa,3,0
Ashley,0,0
samantha,27,2
Caitlin,4,0
Tina,1,0
Jeff,0,0
Jeremy,3,0
Jeff,3,0
Zachary,0,0
Jason,2,0
Buck,5,0
Kindra,2,0
Debra,7,0
Spurti,3,0
Bill,0,0
Rebecca,2,0
Frank,8,1
Gary,0,0
Derrick,5,1
Gian,2,0
Chris,18,0
Elsie,0,0
Lisa,1,0
Rob,4,1
Leah,1,0
Michelle,0,0
Bob,0,0
alanna,0,0
Alex,1,0
Stan,1,0
Cordell,2,0
Brian,0,0
Charles,2,0
Kelcey,1,1
Mike,5,1
Krista,6,1
Trina,2,0
Ryan,17,0
Annette,1,0
Adam,2,0
Phil,3,0
Dule,2,0
Steve,5,0
Mary,4,0
Martina,15,0
Tosealla,4,1
AJ,5,1
Matthew,10,0
J,0,0
Al,0,0
Pradip,1,0
Victor,0,0
Jessica,3,0
Juliana,7,2
Roland,4,0
Esther,0,0
Lina,75,11
Nadia,241,58
Jessie,0,0
Lynn,2,1
Gta,1,0
Matt,5,0
Jennifer,6,0
Cherise,0,0
K,1,0
Ted,2,0
M,0,0
Usha,0,0
Maria,1,0
Marjorie,1,1
Abi,1,0
Vera,0,0
Agetha,29,8
Neil,21,4
Meira,5,1
Jen,2,0
Jake,1,0
Kelsey,0,0
Justin,12,4
Cynthia,0,0
Frances,3,3
Veronica,2,0
Steph,0,0
Poonam,4,0
Srijoni,2,0
Mel,0,3
Marv,2,1
CJ,0,0
Alan,4,0
Cherry,1,1
danielle,0,0
Thuy,0,0
Marcus,1,0
Andrew,0,0
Donna,358,32
Paul,68,9
Kat,3,0
Michelle,0,0
Michael,7,0
Holly,439,48
Rachael,1,0
Natalie,0,0
Carissa,3,0
Debbie,235,4
Lonnie,12,2
David,12,2
Melissa,2,0
Theresa,5,1
Tamara,0,1
Steph,3,1
Martin,20,8
Steph,5,0
Brian,31,2
Kim,3,1
Josh,0,2
Paul,1,0
Ruth,1,0
Nan,0,0
Caleb,2,0
Chris,4,0
Khloe,4,1
Chris,2,2
Anthony,13,6
G,6,0
Gina,0,0
Kathleen,15,5
kimberly,2,1
Kamille,14,7
Michael,8,1
Stacie,8,2
Anthony,5,0
Holly,2,0
Mike,4,1
Rio,4,0
Dawn,2,0
Suzzie,0,0
Victoria,1,1
Christine,3,1
Patrick,0,3
John,1,0
Maythe,2,0
Aleri,0,0
Jenna,3,0
Likes Good,6,0
Heather,0,0
Jessie,0,0
Natalie,4,1
Amanda,1,0
Nicole,0,0
Patricia,1,0
Steph,0,0
misha,0,1
Liz,5,1
Nicole,8,0
Maria,0,0
Renee,7,0
Marina,0,0
Annette,1,0
Samantha,1,0
Adrienne,4,0
Kristen,3,0
Sara,0,0
Joanne,2,0
Jennifer,1,0
Maggie,16,0
Tatjana,11,0
Raquel,0,0
Margaret,0,0
Sarah,0,0
P,1,0
Lala,5,0
Sonny,11,0
Andy,2,0
Billy,1,0
Maria,34,7
Mike,18,4
Lawrence,4,0
C J,10,0
Doug,0,0
Paislie,0,0
Chelle,6,1
Gina,3,1
Jen,5,1
Shannon,23,0
Farah,2,1
Ed,0,0
Karine,1,1
JG,0,0
Des,38,8
Randa,4,4
Michael,0,0
Florian,0,1
Ghassan,1,0
Emma,13,3
Monika,4,3
Brianna,0,0
Leticia,1,0
Pubillones,6,1
Monica,5,0
Kelsey,0,0
Vanessa,5,8
Shannon,1,1
Angela,1,0
Gabe,6,0
Mark,9,2
Mustafa,1,0
Eric,3,0
Greg,5,0
Tim,2,0
Scott,38,4
Brandon,12,1
Bill,1,0
Lesley,3,0
Samuel,1,0
Ken,14,0
Michele,1,0
Lacy,0,0
Evan,10,1
Edward,7,0
Scott,3,0
Elaine,3,0
Lluvia,4,0
Brijette,2,1
Este,4,0
P,5,0
Leslie,8,1
Michelle,9,0
L,0,0
Andrew,1,0
D,7,0
Rubin,7,2
Stacy,0,0
Riley,3,0
HapaGirl,4,0
Kevin,4,0
Trish,1,0
Joel,1,0
Jaclyn,24,9
Anna,6,0
Liz,0,0
Robbie,9,1
Tammy,9,2
Melissa,1,0
Natalie,0,1
Ali,23,1
Venus,1,0
M,0,0
Robert,6,1
Zach,3,1
Olde,0,0
Carmen,0,0
anne,5,0
Kathi,0,0
M,6,0
Mommyofthree,2,0
Alyssa,2,0
Tomas,0,1
Dina,2,1
Todd,5,1
D,12,0
Mark,11,0
Melissa T,428,48
Sara,1022,43
Lindsey,3,0
Linda,13,1
Sarah,2,0
JY,26,0
Brian,34,1
Christopher,16,8
Bev,0,0
Spencer Yarbrough,0,1
Despina,1,0
Anna,13,0
Jason,16,0
Nina,4,7
Derek,5,0
Gina,31,7
Andrea,3,0
Corey,1,0
Karen,3,0
Warren,5,1
Johnathan,4,0
Shantel,0,0
Jeff,206,41
Glenn,31,2
Franke,5,2
Jacob,7,0
Jessica,5,3
Bryan,6,0
Strawberry,1,0
Joe,15,4
Calvin,8,1
Spencer,5,0
Kayla,2,2
Marie,7,0
Tim,2,1
Bob Genghis,15,1
Rowena,0,0
Ashley,0,0
Jules,1,4
Lyza,0,0
kathy,613,17
Katrina,0,0
The,8,1
Chris,33,2
Brandy,13,0
Heurtebise,10,0
Blair,16,7
Dxxxd,1,1
Sunshine,225,49
Durelle,5,0
Dave,141,5
Fernando,0,0
Kristopher,297,29
Christopher,4,0
James,77,7
Tammy,17,6
Diana,70,18
Hunter,6,0
Bridget,105,5
Splinter,63,3
R,58,10
M,20,1
Charlie,13,1
Deb,4,0
Tawnya,19,0
Betty,121,11
Natalie,0,0
Kerri,41,7
Jake,13,1
kendra,3,1
Joshua,9,2
Scott,4,0
Stephanie,61,9
Dillon,2,0
Naoto,1,0
Moon,4,0
Katrina,4,2
Lia,1,1
Shannon,6,2
Taylor,4,0
Andrew,10,0
J,3,0
Laura,16,1
Manny,547,29
Paul,21,0
Paul,7,0
Linh,0,0
Blaire,9,1
Ellen,17,0
Jonah,11,4
Nicole,1,0
Badoni,0,0
Lindsay,4,1
Jasmine,52,2
Carlos,14,0
Noemi,17,5
Megan,5,1
Joshua,0,0
James,14,0
Guera,9,0
AARIN,0,0
Pam,3,0
Mark,0,0
Judy,0,1
May,2,0
Mehr,1,0
Ash,0,1
Lisa,3,1
Debbie,0,0
Denisse,0,0
Johnna,2,0
Tony,9,1
Derek,8,1
M.,1,0
Miki,1,0
Oly,3,0
Teresa,1,0
La,1,0
Rita,3,0
Travis,1,0
Ash,0,0
Lizzy,5,3
Laura,6,2
Steven,7,0
Ms.,3,0
Kari,2,0
Marylynn,7,0
Maggie,1,0
Dave,2,0
Carla,0,0
Kijai,0,0
Tammy,1,1
Trudi,3,0
Jeannine,14,0
George,72,0
Deborah,1,0
Wendy,2,0
David,1,0
Janet,1,0
Debbie,1,0
Monday,3,0
Cheyanne,7,0
Jim,3,1
Silvia,3,0
Victoria,7,0
John,44,0
Kisha,2,1
Melanie,2001,130
Jennifer,1,0
Christine,3,0
Kristina,6,1
Joseph,5,1
Ashlee,1,0
Lauren,0,0
Sly,3,0
Anita,177,21
Zamudio,1,0
SC,3,1
Velie,0,0
Nikki,3,2
Maria,3,0
Diana,1,2
Anthony,1,0
Dylan,2,0
Jim,0,0
Brandi,9,0
Paul,30,6
C,6,0
Mimi,43,0
Keith-Andrew,5,0
Ivony,11,1
Amanda,5,0
Moe,4,0
Amy,2,0
Amal,12,0
Stephanie,9,0
Courtney,4,0
Sarah,17,0
Janet,4,2
Donald,156,9
Simmy,25,2
James,0,0
Jennifer,0,0
Sara,15,3
Mocking,1,0
Ivar,9,0
Emma,0,0
Cyrielle,7,9
Beryl,3,0
Kristie,0,0
Lisa,3,2
Bonita,0,0
Jenny,2,0
Ladyjane,132,9
T,4,1
Ashley,1,0
Shelley,12,1
Sam,3,0
Welkome,2,7
Ida,11,0
F,8,0
Susan,2,0
lisa,6,1
KC,0,1
Julie,1,0
Janelle,0,0
Albin,3,1
Tara,3,0
Cloey,172,14
Kathleen,9,0
Kris,2,0
Andrew,5,0
K,7,0
Brooke,0,0
Tammy,12,1
Suzanne,3,0
Great,0,0
Julie,14,1
Heather,0,0
Andrea,0,0
Michael,0,0
Alexis,0,0
Liberty,0,0
Emily,8,0
Jaime,1,0
Tina,0,0
Yvonne,9,2
Sheila,1,0
Avery,0,0
Nicole,5,2
Apollo,1,0
Manoj,5,0
Christine,45,3
Jessica,3,1
Sully,24,0
John,10,0
John,1,0
Ray,19,2
Iron,10,1
Kathy,5,0
Brittaney,1,3
Karen,7,1
Arvind,1,0
Daniel,7,2
Laura,1,0
Cin,15,0
Grace,413,28
AK,19,1
Ree,5,0
Patricia,0,0
Deeandra,1,0
Kristal,0,0
Melissa,16,3
Lisa,1,0
Kelly,8,2
Jataun,3,0
Matthew,10,2
Bailey,0,0
Emily,4,0
Taylor,10,1
Katie,3,1
Megan,1,2
Kristin,10,2
Taylor,7,4
2dapoint,4,0
Amy,2,0
Paul,9,0
Yan,1,0
Alan,1,1
Stephanie,0,0
Phil,6,1
Andrea,0,0
Vivian,57,11
James,3,0
Amanda,1,1
Margaret,11,5
Jessica,20,6
Meg,10,6
Chloé,0,0
Leah,2,0
Alejandro,7,0
S,2,0
Brian,2,0
Jeff,12,0
Pamela,3,0
Satanay,1,0
Natalia,8,0
Colleen,1,0
Nicole,6,0
Annie,1,2
Mary,0,0
Kayla,12,2
Erika,0,0
Laura,13,0
Justin,0,3
Tara,1,1
Michaela,5,0
Luna,0,0
Kayla,1,0
H,5,0
Terry,2,0
Barbra,2,1
Gizmo,4,0
E,0,0
Alexis,13,0
James,1,0
Gary,1,0
J,5,0
Robert,0,0
Allison,13,0
Nicolas,0,0
Janet,3,0
Nina,1,0
Ch,3,2
Bob,6,4
Debbie,0,0
C,2,0
Amanda,7,0
AJ,0,0
Shellen,47,2
Mylin,10,1
C,1,0
Christine,11,1
Allison,1,0
James,1,1
Leslie,4,0
Claudia,7,0
Suzette,0,1
Alex,1,0
Gabi,8,1
Johnny,1,0
Ryan,80,4
Kirsten,0,2
Daniel,2,0
Chuck,2,0
Eric,3,0
Anna,0,0
Matt,3,1
Phil,11,0
James,6,2
Megan,2,0
Shirley,2,0
Sheri,2,0
Reid,10,0
Fel,6,0
Mia,0,0
N,2,2
Paul,2,0
Quinn,0,0
Greg,31,1
Tim,2,0
Wayne,4,0
Gina,3,2
bryce,0,5
Jon,4,6
S. Lopez,1,1
Shawna,1,0
Amy,1,0
Brian,12,0
Chris,1,2
Sean,6,0
Troy,4,1
Chris,20,1
Sherwin,5,0
remy Ryu,22,1
Monkey,1,0
Dakota,3,2
Cynthia,1,0
Sara,1,0
Nicole,55,9
Brandi,17,11
Ite,18,0
Brian,2,3
Cristina,5,0
Coco,50,10
Megan,23,0
Alison,1,1
Jacqueline,17,2
Jose,29,0
Veronica,10,0
Jo,7,1
Barry,3,0
Diana,8,2
Tony,6,2
Junlye,6,0
I,6,0
Amy,11,0
Fernando,0,1
Leena,52,14
Sharon,4,0
Pauline,31,10
Luna,14,0
T K,10,1
Cindy,7,3
Noemi,0,0
Tyra,28,9
Julianne,47,11
Ayee,4,0
Anna,279,126
Deejay,4,0
Anthony,1,0
Kenny,0,1
Edward,61,5
Brittney,0,1
Aedrian,1,4
M-Lin,160,12
Melissa,1,0
Kristy,0,0
Moelen,6,1
Matthew,1445,50
Sunny,1,0
Gloribelle,11,1
Kristine,2,1
Chris,2,1
Rebecca,1,0
Marilee,4,1
Mikee,2,1
Mark,3,0
Kiana,5,1
Manognya,2,1
Yuni,0,0
Richard,10,4
Ross,11,5
Shirley,0,0
Dave,0,0
Fred,7,1
Jenny,182,73
Eden,3,1
Jennifer,0,1
Joey,4,1
Bryan,732,47
Danielle,1,0
Arsenio,0,0
Shopper,0,0
Phil,14,1
Chad,6,0
Kevin,3,0
Hannah,1,0
Chris,12,2
Liz,116,30
James,1,0
Justin,5,2
Tammy,114,7
Joanne,3,0
Jessica,6,0
Eanok,17,0
Elizabeth,0,0
Steven,0,0
Dennis,0,0
Reina,1,1
Greg,2,0
Cory,2,1
Tiff,383,13
Jeannie,14,12
Fritz,3,0
Viet,9,2
Suzie,4,0
Dennis,1,0
Cashmere,7,2
Nick,0,0
Jay,2,0
Robert,2,2
Paula Michelle,3,1
Theodore,15,5
Msol,15,2
SamHahn,4,0
Rosalyn,0,0
Inje,0,0
Sarah,9,0
Erik,0,0
Patti,67,12
Damon,54,0
Angie,0,0
Ken,129,10
Paula,0,0
Carolyn,7,0
Tracy,2,1
Linda,3,1
Ryley,6,2
Eva,21,1
Peter,83,2
Tracy,1,7
Raina,1719,72
Tena,45,13
A,4,1
Raquel,46,7
Lance,10,1
Wendy,2,0
Penton,9,0
Veronica,1,0
Will,9,0
James,2,0
David,2,0
Buck,2,1
Michael,3,0
Mikhail,13,2
Julia,4,1
Ruben,17,0
Sharon,10,0
Jaclyn,2,0
L,4,1
Ali,7,2
Emily,12,0
Al,12,0
John,10,2
Juan,14,1
Rafic,2,2
Wandering,34,7
Brooks,8,2
Lauren,1,0
Trisha,0,0
TeTeDaMouse,27,7
Jose,8,0
Sura,0,0
Holly And Jordan,0,0
Ale,18,1
Sasha,3,1
Susana,0,0
Gaby,1,0
H,0,1
Tori,0,0
Lee,1,0
Liz,4,0
Megan,14,0
Gabriel,2,0
Sonny,1,0
Allen,19,0
